lng,lat
-100.3168726,25.7077623
-100.3097526,25.6906724
-100.3632292,25.7157385
-100.3668218,25.6891606
-100.2941594,25.6819352
-100.3325842,25.6748171
-100.3043261,25.7142071
-100.3011821,25.6870276
-100.3202256,25.6661568
-100.2875764,25.6538018
-100.27495,25.6493271
-100.3095645,25.7051571
-100.3422318,25.6869456
-100.309628307147,25.6738832951475
-100.2711343,25.6168945
-100.2753155,25.6817363
-100.3027939,25.6641598
-100.3434697,25.6960632
-100.2750157,25.6241072
-100.3512487,25.6940699
-100.4302353,25.7503835
-100.2799646,25.6318283
-100.3761538,25.7861755
-100.3398839,25.7459619
-100.24331381795444,25.58132519777433
-100.2822793,25.6669462
-100.2941594,25.6819352
-100.39354,25.7748653
-100.3898641,25.7792838
-100.3281125,25.7274626
-100.321661,25.6926761
-100.2945993,25.6783898
-100.331672,25.6876835
-100.3497796,25.7361981
-100.39857386991704,25.732164432562826
-100.3563147,25.6932688
-100.3334074,25.6852694
-100.3362378,25.7390878
-100.286296,25.6410528
-100.31690254867823,25.708306220385516
-100.3164164,25.660742
-100.3668218,25.6891606
-100.2962445,25.6696945
-100.3346741,25.6977488
-100.2746388,25.6622922
-100.365201,25.7633017
-100.31573586387154,25.66710154155597
-100.3083735,25.6752282
-100.2962445,25.6696945
-100.27446728625146,25.680954509286025
-100.3512487,25.6940699
-100.37895095031338,25.75801025618281
-100.3183984,25.6757314
-100.31703151802091,25.706576830593132
-100.39857386991704,25.732164432562826
-100.3461035,25.6929552
-100.2942281,25.6256295
-100.3269128,25.7169832
-100.3638017,25.7347986
-100.3296626,25.704591
-100.3054908,25.6406194
-100.2709983,25.6183929
-100.2904779,25.6788381
-100.2810079,25.6227278
-100.3762273,25.6720303
-100.3645541,25.7090847
-100.3997722,25.7331208
-100.3667284,25.7243461
-100.3997722,25.7331208
-100.3957085,25.7825189
-100.3350742,25.6648398
-100.3795425,25.6750352
-100.4076952,25.7385807
-100.2772177,25.6831575
-100.297716,25.6875426
-100.2945651,25.6888586
-100.298971665531,25.6565832110013
-100.3169253,25.6990437
-100.3097526,25.6906724
-100.369114,25.7698543
-100.3917734,25.7792986
-100.3012462,25.6800458
-100.3420276,25.6870516
-100.2710368,25.6141826
-100.4157765,25.792083
-100.3525073,25.6684476
-100.3460207,25.6730992
-100.3276512,25.7240167
-100.2947475,25.6890006
-100.3148908,25.7056567
-100.3645541,25.7090847
-100.3589183,25.7201688
-100.2710368,25.6141826
-100.2711343,25.6168945
-100.3138842,25.6644306
-100.3268609,25.6836973
-100.3216168,25.6695782
-100.3434697,25.6960632
-100.352228,25.6727925
-100.27446728625146,25.680954509286025
-100.3182639,25.6632461
-100.3659308,25.6779443
-100.39857386991704,25.732164432562826
-100.2962445,25.6696945
-100.3118872,25.6872205
-100.2845659,25.6836856
-100.2962445,25.6696945
-100.3068242,25.6439725
-100.3419113,25.6850414
-100.2822793,25.6669462
-100.2837621,25.6644631
-100.3563147,25.6932688
-100.3937543,25.7308101
-100.3119444,25.6867402
-100.3264637,25.7335883
-100.35997,25.7107547
-100.3499035,25.6737069
-100.39857386991704,25.732164432562826
-100.3617773,25.7152167
-100.374756,25.6743024
-100.3035469,25.6499473
-100.331672,25.6876835
-100.3138842,25.6644306
-100.3625711,25.7491241
-100.2678797,25.596213
-100.3512487,25.6940699
-100.2993772,25.6424018
-100.3256212,25.6715815
-100.3578703,25.7448656
-100.3424534,25.7235232
-100.352228,25.6727925
-100.3512487,25.6940699
-100.4172802,25.752288
-100.3276512,25.7240167
-100.3687632,25.728614
-100.2643643,25.5935179
-100.39857386991704,25.732164432562826
-100.2753155,25.6817363
-100.266366,25.68249
-100.4548858,25.7800991
-100.2750157,25.6241072
-100.33576112462,25.6719491561801
-100.4548858,25.7800991
-100.2962458,25.6876835
-100.3715377,25.7198766
-100.3276512,25.7240167
-100.2776785,25.6830899
-100.4170464,25.7522425
-100.38649953540362,25.777502466112445
-100.2709983,25.6183929
-100.3119444,25.6867402
-100.4087882,25.7644109
-100.40691004992469,25.7397224649216
-100.315276,25.6398573
-100.3687632,25.728614
-100.3668218,25.6891606
-100.3632292,25.7157385
-100.34254,25.7144455
-100.3890336,25.7721352
-100.3097526,25.6906724
-100.2962445,25.6696945
-100.3264207,25.7025733
-100.3369083,25.6883017
-100.3111538,25.6325596
-100.2711343,25.6168945
-100.2822793,25.6669462
-100.27495,25.6493271
-100.3097526,25.6906724
-100.3138842,25.6644306
-100.3623043,25.6965906
-100.3533882,25.7461103
-100.3551574,25.688278
-100.2944772,25.6792736
-100.2819854,25.6186261
-100.2709983,25.6183929
-100.3448432,25.6965145
-100.3555579,25.6954401
-100.3705212,25.7347088
-100.3355574,25.7210983
-100.3481309,25.6809547
-100.3512487,25.6940699
-100.3182639,25.6632461
-100.3761538,25.7861755
-100.3780555,25.7882664
-100.4053087,25.7836409
-100.3461035,25.6929552
-100.3150084,25.6858571
-100.3424534,25.7235232
-100.39857386991704,25.732164432562826
-100.39857386991704,25.732164432562826
-100.2686074,25.5915078
-100.39857386991704,25.732164432562826
-100.31573586387154,25.66710154155597
-100.2831948,25.6626857
-100.2962458,25.6876835
-100.2799646,25.6318283
-100.4097925,25.7367163
-100.3890336,25.7721352
-100.39857386991704,25.732164432562826
-100.41586,25.7769604
-100.2962458,25.6876835
-100.3604937,25.7023207
-100.3097526,25.6906724
-100.3250928,25.6747239
-100.3607297,25.7007938
-100.318656,25.6369034
-100.3446686,25.6874237
-100.3512487,25.6940699
-100.3146809,25.7041363
-100.38649953540362,25.777502466112445
-100.3997722,25.7331208
-100.4085783,25.760415
-100.3287058,25.7146996
-100.331672,25.6876835
-100.31690254867823,25.708306220385516
-100.31690254867823,25.708306220385516
-100.31703151802091,25.706576830593132
-100.3424115,25.7183402
-100.3638017,25.7347986
-100.3512487,25.6940699
-100.2994501,25.6713209
-100.2709983,25.6183929
-100.271047,25.6123904
-100.285074,25.621335
-100.331672,25.6876835
-100.2390651989586,25.57346711542595
-100.284706,25.6719674
-100.31690254867823,25.708306220385516
-100.2753155,25.6817363
-100.2837621,25.6644631
-100.315276,25.6398573
-100.3087507,25.6371052
-100.2974024,25.6648039
-100.2656343,25.6062532
-100.39857386991704,25.732164432562826
-100.3900648,25.7561717
-100.2709812,25.647653
-100.3218666,25.7439203
-100.3257784,25.7101654
-100.39857386991704,25.732164432562826
-100.39444186742337,25.725825067223067
-100.35997,25.7107547
-100.4170464,25.7522425
-100.3461235,25.6707182
-100.25801166242712,25.58751043065638
-100.2686596,25.6067764
-100.330095,25.734944
-100.2945953,25.6551007
-100.3202256,25.6661568
-100.3454842,25.6717998
-100.3256212,25.6715815
-100.3611176,25.6768503
-100.3512487,25.6940699
-100.3182639,25.6632461
-100.2810079,25.6227278
-100.2837621,25.6644631
-100.2709983,25.6183929
-100.3465453,25.6867538
-100.3325842,25.6748171
-100.4172802,25.752288
-100.3533882,25.7461103
-100.25801166242712,25.58751043065638
-100.3409308,25.7484922
-100.303487,25.7123781
-100.261266748735,25.5870720232294
-100.2710368,25.6141826
-100.3088832,25.710579
-100.3138842,25.6644306
-100.3505291,25.7442488
-100.2683899,25.6984897
-100.3629841,25.7643551
-100.3325842,25.6748171
-100.3448432,25.6965145
-100.342273,25.6827726
-100.3512487,25.6940699
-100.284706,25.6719674
-100.271047,25.6123904
-100.3569021,25.673329
-100.3818563,25.7154063
-100.3818563,25.7154063
-100.394181,25.7538791
-100.2709983,25.6183929
-100.2928656,25.6522693
-100.3148908,25.7056567
-100.4114707,25.7741513
-100.2799646,25.6318283
-100.3569021,25.673329
-100.3818563,25.7154063
-100.3818563,25.7154063
-100.2709983,25.6183929
-100.3027939,25.6641598
-100.3880153,25.7534021
-100.3355574,25.7210983
-100.311060177006,25.6664050048933
-100.3617773,25.7152167
-100.3586861,25.7198893
-100.4076952,25.7385807
-100.2750276,25.6057336
-100.3434697,25.6960632
-100.2950035,25.6678765
-100.2822793,25.6669462
-100.2709983,25.6183929
-100.3448432,25.6965145
-100.3448432,25.6965145
-100.32629,25.7028929
-100.3012462,25.6800458
-100.3818563,25.7154063
-100.2799646,25.6318283
-100.3650323,25.7360736
-100.3437969,25.7199094
-100.3138842,25.6644306
-100.3230486,25.6964999
-100.3166237,25.6808634
-100.4350896,25.7528291
-100.3687632,25.728614
-100.4170464,25.7522425
-100.2933881,25.6266134
-100.3419113,25.6850414
-100.3599498,25.6726397
-100.32507926636285,25.69768080902293
-100.3225579,25.6796561
-100.3175798,25.6600213
-100.39857386991704,25.732164432562826
-100.3981963,25.7348951
-100.3645717,25.7240391
-100.3167561,25.6799427
-100.3610979,25.7423306
-100.365532,25.6880819
-100.2928656,25.6522693
-100.396947,25.7363425
-100.4053087,25.7836409
-100.2880544,25.6315525
-100.3232463,25.6744986
-100.3578703,25.7448656
-100.2926977,25.6773122
-100.2928656,25.6522693
-100.3202256,25.6661568
-100.3454842,25.6717998
-100.3148908,25.7056567
-100.3528483,25.7537468
-100.3762273,25.6720303
-100.374756,25.6743024
-100.365532,25.6880819
-100.3512487,25.6940699
-100.2945953,25.6551007
-100.3202256,25.6661568
-100.365532,25.6880819
-100.2974024,25.6648039
-100.2945953,25.6551007
-100.3446686,25.6874237
-100.4548858,25.7800991
-100.2709983,25.6183929
-100.2943218,25.6948536
-100.2883799,25.695308
-100.2777048,25.6840927
-100.3307452,25.6652002
-100.3512487,25.6940699
-100.3401976,25.712894
-100.25801166242712,25.58751043065638
-100.3111538,25.6325596
-100.3307452,25.6652002
-100.3524817,25.6703137
-100.3617773,25.7152167
-100.3307452,25.6652002
-100.2656436,25.6117381
-100.2709983,25.6183929
-100.3454842,25.6717998
-100.3183984,25.6757314
-100.3408621,25.7323983
-100.3419113,25.6850414
-100.3705695,25.688354
-100.3512487,25.6940699
-100.3051234,25.7008945
-100.27446728625146,25.680954509286025
-100.3434889,25.7101972
-100.34254,25.7144455
-100.3348441,25.7385013
-100.3307884,25.7367581
-100.3012462,25.6800458
-100.3512487,25.6940699
-100.3054908,25.6406194
-100.365532,25.6880819
-100.2711343,25.6168945
-100.2945953,25.6551007
-100.3027939,25.6641598
-100.3012462,25.6800458
-100.3017658,25.6691656
-100.2709983,25.6183929
-100.2809718,25.6234366
-100.3293777,25.6933591
-100.38658618355669,25.67258326338312
-100.3394809,25.6668104
-100.3379964,25.711464
-100.3325842,25.6748171
-100.3687632,25.728614
-100.3512487,25.6940699
-100.3458451,25.6665924
-100.329869,25.6752498
-100.4172802,25.752288
-100.3193205,25.6667947
-100.309628307147,25.6738832951475
-100.3610534,25.7714841
-100.3055039,25.6839595
-100.365532,25.6880819
-100.320221,25.6570136
-100.3762873,25.728139
-100.4087882,25.7644109
-100.39857386991704,25.732164432562826
-100.3512487,25.6940699
-100.3226486,25.7063893
-100.3618302,25.7484012
-100.2974678,25.7093266
-100.2798294,25.6211272
-100.2967533,25.7014176
-100.3322151,25.6782339
-100.3512487,25.6940699
-100.2683899,25.6984897
-100.3115349,25.6374986
-100.2974024,25.6648039
-100.3097526,25.6906724
-100.31475462387968,25.673387212606816
-100.3162895,25.6834076
-100.3563147,25.6932688
-100.3276512,25.7240167
-100.3894731,25.7656177
-100.3900648,25.7561717
-100.3512487,25.6940699
-100.352228,25.6727925
-100.285074,25.621335
-100.2837621,25.6644631
-100.2918493,25.6838946
-100.3905945,25.7248811
-100.3898641,25.7792838
-100.4076952,25.7385807
-100.3782863,25.7889952
-100.4050584,25.7690096
-100.3282984,25.7392121
-100.31703151802091,25.706576830593132
-100.315276,25.6398573
-100.3117201,25.6758689
-100.3097526,25.6906724
-100.3264207,25.7025733
-100.2962445,25.6696945
-100.3617773,25.7152167
-100.3207556,25.701219
-100.3141946,25.656583
-100.2711343,25.6168945
-100.3419113,25.6850414
-100.3451357,25.7316405
-100.352228,25.6727925
-100.4029407,25.7903816
-100.3625074,25.7135909
-100.4170464,25.7522425
-100.2945993,25.6783898
-100.3512487,25.6940699
-100.3316565,25.7282178
-100.3508409,25.6968778
-100.3258296,25.7174449
-100.4018812,25.7591326
-100.4102607,25.7435632
-100.3168726,25.7077623
-100.3168726,25.7077623
-100.3216168,25.6695782
-100.331672,25.6876835
-100.3241976,25.6746109
-100.3055039,25.6839595
-100.3138842,25.6644306
-100.2822793,25.6669462
-100.2962445,25.6696945
-100.3355574,25.7210983
-100.285074,25.621335
-100.298971665531,25.6565832110013
-100.3604083,25.6804509
-100.3512487,25.6940699
-100.4018812,25.7591326
-100.4018812,25.7591326
-100.4350896,25.7528291
-100.2777111,25.6866547
-100.365532,25.6880819
-100.2950035,25.6678765
-100.303487,25.7123781
-100.303487,25.7123781
-100.3604083,25.6804509
-100.3420456,25.7011559
-100.3512487,25.6940699
-100.3322151,25.6782339
-100.3242584,25.7354951
-100.3216168,25.6695782
-100.3312123,25.675399
-100.3522645,25.6762573
-100.3818563,25.7154063
-100.3760115,25.7784342
-100.3192939,25.7374282
-100.3046747,25.6759721
-100.3279747,25.6824499
-100.31703151802091,25.706576830593132
-100.3176255,25.7043781
-100.2836138,25.6396132
-100.3465453,25.6867538
-100.2822793,25.6669462
-100.31475462387968,25.673387212606816
-100.2750157,25.6241072
-100.3182639,25.6632461
-100.3524817,25.6703137
-100.2933881,25.6266134
-100.3094609,25.6376266
-100.3681372,25.6746977
-100.3503038,25.7049224
-100.365532,25.6880819
-100.3216168,25.6695782
-100.3999066,25.771581
-100.3572356,25.7566708
-100.3898641,25.7792838
-100.31094807351774,25.694319105418348
-100.4015263,25.7733
-100.369114,25.7698543
-100.3434697,25.6960632
-100.2904779,25.6788381
-100.2684655,25.5880208
-100.3326754,25.7326066
-100.3276512,25.7240167
-100.321661,25.6926761
-100.365532,25.6880819
-100.3647817,25.7652303
-100.315276,25.6398573
-100.3527255,25.6971274
-100.39857386991704,25.732164432562826
-100.25801166242712,25.58751043065638
-100.2981361,25.6351581
-100.2962445,25.6696945
-100.2837621,25.6644631
-100.3806908,25.6963278
-100.2945651,25.6888586
-100.3070991,25.6346933
-100.2962445,25.6696945
-100.3117201,25.6758689
-100.3655685,25.7101678
-100.266366,25.68249
-100.3138842,25.6644306
-100.3326754,25.7326066
-100.3508409,25.6968778
-100.3512487,25.6940699
-100.3138842,25.6644306
-100.4548858,25.7800991
-100.39857386991704,25.732164432562826
-100.3818563,25.7154063
-100.39857386991704,25.732164432562826
-100.2750157,25.6241072
-100.2962458,25.6876835
-100.3167561,25.6799427
-100.2962458,25.6876835
-100.3027939,25.6641598
-100.3060995,25.6341089
-100.3115349,25.6374986
-100.27446728625146,25.680954509286025
-100.3818884,25.7967738
-100.4548858,25.7800991
-100.34254,25.7144455
-100.3276512,25.7240167
-100.31690254867823,25.708306220385516
-100.3508409,25.6968778
-100.3202256,25.6661568
-100.2962445,25.6696945
-100.3016161,25.7014263
-100.27446728625146,25.680954509286025
-100.2962458,25.6876835
-100.3201075,25.7073156
-100.3074379,25.674769
-100.4018812,25.7591326
-100.2840226,25.6609812
-100.3256212,25.6715815
-100.3037299,25.6758832
-100.3461235,25.6707182
-100.3161126,25.6866142
-100.39857386991704,25.732164432562826
-100.3419113,25.6850414
-100.394181,25.7538791
-100.3051234,25.7008945
-100.31573586387154,25.66710154155597
-100.2944979,25.6630682
-100.2837621,25.6644631
-100.318430589954,25.6755863351645
-100.261266748735,25.5870720232294
-100.3146809,25.7041363
-100.2913601,25.6797909
-100.2948923,25.6668072
-100.3338365,25.6657081
-100.344163,25.6808761
-100.28011702606115,25.694129201083058
-100.3419113,25.6850414
-100.3268609,25.6836973
-100.2810079,25.6227278
-100.4095088,25.7471522
-100.4111572,25.7430534
-100.3778379,25.6861255
-100.3191802,25.6621568
-100.3183984,25.6757314
-100.3097526,25.6906724
-100.4119451,25.7831268
-100.4170464,25.7522425
-100.2856157,25.6823634
-100.3419113,25.6850414
-100.3848575,25.7462622
-100.3575708,25.7401767
-100.2661941,25.6022435
-100.2750157,25.6241072
-100.3276512,25.7240167
-100.3491277,25.720923
-100.4085783,25.760415
-100.3183984,25.6757314
-100.31573586387154,25.66710154155597
-100.3037299,25.6758832
-100.4087882,25.7644109
-100.3512487,25.6940699
-100.2886745,25.6456526
-100.3172189,25.6764632
-100.3362378,25.7390878
-100.3396858,25.7241218
-100.4548858,25.7800991
-100.3416781,25.7329542
-100.3296626,25.704591
-100.3161126,25.6866142
-100.3052687,25.6559705
-100.3362378,25.7390878
-100.3578703,25.7448656
-100.3307452,25.6652002
-100.2709983,25.6183929
-100.2812036,25.6338604
-100.3424917,25.7262857
-100.3731676,25.7597855
-100.3890336,25.7721352
-100.3493966,25.7500603
-100.3007901,25.6208025
-100.3512487,25.6940699
-100.2962458,25.6876835
-100.2709983,25.6183929
-100.2655432,25.6114433
-100.2962445,25.6696945
-100.3425854,25.7204092
-100.3777976,25.7290837
-100.3785651,25.7794064
-100.4088238,25.7756633
-100.2978726,25.6857911
-100.27446728625146,25.680954509286025
-100.3630933,25.7148435
-100.3503038,25.7049224
-100.4548858,25.7800991
-100.2711343,25.6168945
-100.3512487,25.6940699
-100.25801166242712,25.58751043065638
-100.3287058,25.7146996
-100.3874536,25.7456422
-100.3097526,25.6906724
-100.3134343,25.7006368
-100.3408621,25.7323983
-100.3617773,25.7152167
-100.3182639,25.6632461
-100.3426144,25.7401664
-100.3417538,25.7446636
-100.3512487,25.6940699
-100.3258296,25.7174449
-100.2962458,25.6876835
-100.3512487,25.6940699
-100.2830092,25.650975
-100.394181,25.7538791
-100.3055039,25.6839595
-100.331672,25.6876835
-100.2267228,25.5643045
-100.3795425,25.6750352
-100.2837621,25.6644631
-100.3348441,25.7385013
-100.3512487,25.6940699
-100.3307884,25.7367581
-100.365532,25.6880819
-100.3167561,25.6799427
-100.3512487,25.6940699
-100.3138842,25.6644306
-100.394818,25.779373
-100.34423713231253,25.696414854726182
-100.4087882,25.7644109
-100.2682107,25.6838204
-100.2753155,25.6817363
-100.2735927,25.6416088
-100.3264207,25.7025733
-100.3450896,25.6840701
-100.3268281,25.6915349
-100.34254,25.7144455
-100.3662778,25.7363263
-100.3512487,25.6940699
-100.3512487,25.6940699
-100.3512487,25.6940699
-100.3818563,25.7154063
-100.3599498,25.6726397
-100.3599498,25.6726397
-100.3461035,25.6929552
-100.3599498,25.6726397
-100.3095645,25.7051571
-100.3599498,25.6726397
-100.2709983,25.6183929
-100.378154,25.6830656
-100.3250928,25.6747239
-100.3287058,25.7146996
-100.2945651,25.6888586
-100.2750157,25.6241072
-100.3625711,25.7491241
-100.3625711,25.7491241
-100.2962445,25.6696945
-100.3512487,25.6940699
-100.3101037,25.6365434
-100.3138842,25.6644306
-100.3512487,25.6940699
-100.3152404,25.6840844
-100.2711343,25.6168945
-100.2709983,25.6183929
-100.3419113,25.6850414
-100.3097526,25.6906724
-100.3202256,25.6661568
-100.3183984,25.6757314
-100.3890336,25.7721352
-100.3795425,25.6750352
-100.2781096,25.6714404
-100.3049082,25.6813203
-100.3167561,25.6799427
-100.3172189,25.6764632
-100.3646894,25.752882
-100.2852769,25.6402433
-100.2721497,25.6662283
-100.3472684,25.7321135
-100.3401976,25.712894
-100.351666,25.7049989
-100.25801166242712,25.58751043065638
-100.4043404,25.7676158
-100.3617773,25.7152167
-100.3890336,25.7721352
-100.4170464,25.7522425
-100.3791555,25.7639012
-100.3716804,25.7198667
-100.3276512,25.7240167
-100.28696002330567,25.673043098171487
-100.2837621,25.6644631
-100.3138842,25.6644306
-100.3508409,25.6968778
-100.25801166242712,25.58751043065638
-100.2837621,25.6644631
-100.3441353,25.7048258
-100.3460207,25.6730992
-100.3355574,25.7210983
-100.3354663,25.6624293
-100.3699126,25.7386864
-100.4027594,25.7714027
-100.3593877,25.7646167
-100.2978206,25.6841661
-100.3362378,25.7390878
-100.315276,25.6398573
-100.4024468,25.7788033
-100.3221435,25.7072998
-100.3322151,25.6782339
-100.2886745,25.6456526
-100.3224415,25.6725134
-100.2837621,25.6644631
-100.3097526,25.6906724
-100.2868677,25.6953813
-100.3655685,25.7101678
-100.4157765,25.792083
-100.31690254867823,25.708306220385516
-100.3614212,25.7027217
-100.2799646,25.6318283
-100.4076952,25.7385807
-100.38359,25.7484077
-100.3655685,25.7101678
-100.3797138,25.7405785
-100.3533882,25.7461103
-100.3169253,25.6990437
-100.365532,25.6880819
-100.3503038,25.7049224
-100.3172189,25.6764632
-100.3512487,25.6940699
-100.2819854,25.6186261
-100.2819854,25.6186261
-100.3276512,25.7240167
-100.3235132,25.7340829
-100.3138842,25.6644306
-100.4170464,25.7522425
-100.3370123,25.7283727
-100.3257134,25.6983636
-100.3498585,25.714394
-100.3097526,25.6906724
-100.3083735,25.6752282
-100.4302353,25.7503835
-100.38475862525848,25.718049225446443
-100.31094807351774,25.694319105418348
-100.3169253,25.6990437
-100.3676411,25.7230383
-100.34254,25.7144455
-100.3027939,25.6641598
-100.3232463,25.6744986
-100.3202256,25.6661568
-100.2827377,25.6495571
-100.31445674564993,25.693525794798298
-100.3044146,25.705874
-100.3197887,25.7002964
-100.3890336,25.7721352
-100.3775358,25.7690305
-100.3458451,25.6665924
-100.271047,25.6123904
-100.3097526,25.6906724
-100.3276512,25.7240167
-100.3687632,25.728614
-100.3350742,25.6648398
-100.3027939,25.6641598
-100.3269499,25.6710833
-100.331672,25.6876835
-100.3416781,25.7329542
-100.331672,25.6876835
-100.3512487,25.6940699
-100.2941594,25.6819352
-100.3338365,25.6657081
-100.3419113,25.6850414
-100.3322151,25.6782339
-100.3097526,25.6906724
-100.39857386991704,25.732164432562826
-100.3182639,25.6632461
-100.3512487,25.6940699
-100.25801166242712,25.58751043065638
-100.2779764,25.6728477
-100.284706,25.6719674
-100.3524817,25.6703137
-100.2824483,25.6602159
-100.3611176,25.6768503
-100.27495,25.6493271
-100.3541348,25.7261139
-100.3256212,25.6715815
-100.2852769,25.6402433
-100.3216168,25.6695782
-100.3872636,25.7126114
-100.2784792,25.6835464
-100.3512487,25.6940699
-100.3264207,25.7025733
-100.3638516,25.7237657
-100.3623043,25.6965906
-100.261266748735,25.5870720232294
-100.2709983,25.6183929
-100.24979916162894,25.58954420571455
-100.3266576,25.7054351
-100.355564,25.6907645
-100.3625711,25.7491241
-100.3434889,25.7101972
-100.2956425,25.6477155
-100.2753155,25.6817363
-100.3068242,25.6439725
-100.394181,25.7538791
-100.3202256,25.6661568
-100.2822793,25.6669462
-100.2979622,25.6261896
-100.3512487,25.6940699
-100.37895095031338,25.75801025618281
-100.25801166242712,25.58751043065638
-100.3553336,25.7388731
-100.2973268,25.6457098
-100.2921596,25.6490601
-100.2822793,25.6669462
-100.3312605,25.6674883
-100.3242676,25.6740701
-100.380765,25.7114171
-100.3647817,25.7652303
-100.3650323,25.7360736
-100.3916966,25.7791498
-100.2933881,25.6266134
-100.25801166242712,25.58751043065638
-100.3362378,25.7390878
-100.3266576,25.7054351
-100.3193205,25.6667947
-100.25801166242712,25.58751043065638
-100.2886745,25.6456526
-100.3890336,25.7721352
-100.4085783,25.760415
-100.3512487,25.6940699
-100.3512487,25.6940699
-100.303487,25.7123781
-100.4548858,25.7800991
-100.331672,25.6876835
-100.3448432,25.6965145
-100.3166237,25.6808634
-100.3434697,25.6960632
-100.3191802,25.6621568
-100.3155302,25.6745483
-100.25801166242712,25.58751043065638
-100.25801166242712,25.58751043065638
-100.26827,25.6867328
-100.3762273,25.6720303
-100.3162895,25.6834076
-100.2878765,25.6443866
-100.2837621,25.6644631
-100.2837621,25.6644631
-100.3939438,25.6751192
-100.4172802,25.752288
-100.27495,25.6493271
-100.3607297,25.7007938
-100.25801166242712,25.58751043065638
-100.2933881,25.6266134
-100.3355574,25.7210983
-100.3451428,25.7111524
-100.2844552,25.697091
-100.2973982,25.6625408
-100.3256212,25.6715815
-100.3890336,25.7721352
-100.3731676,25.7597855
-100.3434697,25.6960632
-100.4271023,25.7459293
-100.3648579,25.7037428
-100.3150835,25.6779843
-100.306065,25.6796663
-100.2750276,25.6057336
-100.3512487,25.6940699
-100.2709983,25.6183929
-100.2810079,25.6227278
-100.322869,25.6862825
-100.3322151,25.6782339
-100.2945953,25.6551007
-100.2933881,25.6266134
-100.394181,25.7538791
-100.3618302,25.7484012
-100.351666,25.7049989
-100.3168726,25.7077623
-100.331672,25.6876835
-100.2711343,25.6168945
-100.3512487,25.6940699
-100.3818563,25.7154063
-100.39857386991704,25.732164432562826
-100.3354929,25.6732268
-100.2962445,25.6696945
-100.3027939,25.6641598
-100.3138842,25.6644306
-100.2962445,25.6696945
-100.3258296,25.7174449
-100.2962458,25.6876835
-100.3097526,25.6906724
-100.3375262,25.6910158
-100.3350742,25.6648398
-100.3307452,25.6652002
-100.2933881,25.6266134
-100.284706,25.6719674
-100.2836138,25.6396132
-100.3487094,25.7426235
-100.3681372,25.6746977
-100.3162895,25.6834076
-100.3103664,25.6987478
-100.3083735,25.6752282
-100.2753155,25.6817363
-100.3646894,25.752882
-100.3138842,25.6644306
-100.31690254867823,25.708306220385516
-100.2853133,25.6992939
-100.3589183,25.7201688
-100.3441353,25.7048258
-100.2673399,25.6044426
-100.2837621,25.6644631
-100.3967534,25.7713556
-100.355126,25.7101892
-100.2709983,25.6183929
-100.271047,25.6123904
-100.2799646,25.6318283
-100.39857386991704,25.732164432562826
-100.3083735,25.6752282
-100.2681815,25.6974177
-100.352228,25.6727925
-100.38475862525848,25.718049225446443
-100.277531,25.6991489
-100.2856157,25.6823634
-100.2928656,25.6522693
-100.3027939,25.6641598
-100.3182639,25.6632461
-100.3401976,25.712894
-100.4018963663641,25.75952952532186
-100.2886745,25.6456526
